Top pages,Clicks,Impressions,CTR,Position
https://nationalactionnetwork.net/uncategorized/join-nan-las-vegas-for-our-monthly-straight-talk-community-meeting-this-evening-from-530pm-pst-to-7pm-pst/,2,125,1.6%,19.47
https://nationalactionnetwork.net/capitol/having-the-presidents-ear/,2,123,1.63%,13.43
https://nationalactionnetwork.net/newnews/rev-al-sharpton-to-recognize-mika-brzezinski-stacey-abrams-alexis-mcgill-johnson-and-more-at-womens-empowerment-luncheon-on-april-11-gov-kathy-hochul-to-deliver-remarks/,2,114,1.75%,31.18
https://nationalactionnetwork.net/newnews/national-action-network-drum-major-institute-national-urban-league-and-naacp-condemn-violent-attack-on-isra/,2,104,1.92%,33.14
https://nationalactionnetwork.net/newnews/rev-al-sharpton-king-family-convene-60-national-organizations-as-partners-for-60th-anniversary-of-march-on-washington-on-saturday-august-26th/,2,103,1.94%,31.5
https://nationalactionnetwork.net/press/rev-al-sharpton-to-receive-honorary-doctorate-from-bethune-cookman-university/,2,99,2.02%,12.75
https://nationalactionnetwork.net/newnews/nan-sacramento/,2,93,2.15%,23.63
https://nationalactionnetwork.net/newnews/rev-al-sharpton-and-nan-unveil-2023-triumph-awards-honorees/,2,90,2.22%,12.8
https://nationalactionnetwork.net/profiles/city-and-state-newspaper-kirsten-john-foy-named-40-under-40/,2,88,2.27%,15.44
https://nationalactionnetwork.net/newnews/nan-and-mothers-of-the-movement-to-commemorate-5th-anniversary-of-the-death-of-eric-garner-at-the-hands-of-nypd-officers/,2,88,2.27%,30.82
https://nationalactionnetwork.net/register-for-nans-dr-martin-luther-king-jr-day-breakfast/,2,88,2.27%,37.48
https://nationalactionnetwork.net/newnews/rev-al-sharpton-issues-statement-on-historic-election-of-rep-hakeem-jeffries-as-incoming-house-minority-leader/,2,84,2.38%,29.18
https://nationalactionnetwork.net/chapternews/page/3/,2,79,2.53%,11.96
https://nationalactionnetwork.net/dc/newsletters/,2,75,2.67%,37.6
https://nationalactionnetwork.net/chapter/nan-philly-february-meeting-elections-updates/,2,74,2.7%,40.04
https://nationalactionnetwork.net/newnews/on-november-8-we-proudly-welcomed-our-newest-nan-chapter-in-jackson-tennessee-as-they-took-their-oaths-and-committed-to-the-fight-for-justice/,2,71,2.82%,16.37
https://nationalactionnetwork.net/newnews/the-inaugural-national-action-network-louisville-gala-dinner/,2,71,2.82%,19.55
https://nationalactionnetwork.net/featured/nan-crisis-director-rev-kevin-mccall-stands-up-to-preserve-the-legacy-of-his-alma-mater-medgar-evers-high-school-in-front-of-doe-headquarters/,2,66,3.03%,19.83
https://nationalactionnetwork.net/newnews/rev-al-sharpton-denounces-the-supreme-courts-overturn-of-roe-v-wade/,2,64,3.12%,2.64
https://nationalactionnetwork.net/newnews/al-sharpton-issues-statement-in-support-of-biden-executive-order-on-policing-calls-on-senate-to-pass-george-floyd-justice-in-policing-act/,2,58,3.45%,33.91
https://nationalactionnetwork.net/press/statement-regarding-the-passing-of-reverend-al-sharptons-mother-ada-sharpton/,2,57,3.51%,9.26
https://nationalactionnetwork.net/newnews/rev-sharpton-on-kamala-harris-as-bidens-pick-for-vice-president/,2,55,3.64%,31.51
https://nationalactionnetwork.net/newnews/rev-al-sharpton-announces-the-appointments-of-rev-steffie-bartley-as-interim-ne-regional-director-derek-perkinson-as-nyc-field-director-and-district-leader-william-allen-as-crisis-service-directo/,2,52,3.85%,11.98
https://nationalactionnetwork.net/commitment-march-on-washington-dc/,2,51,3.92%,20.14
https://nationalactionnetwork.net/newnews/nan-parents-of-slain-rapper-hollywood-play-frankie-snyder-to-meet-with-nypd-officials-days-after-shooting/,2,50,4%,21.98
https://nationalactionnetwork.net/featured/national-action-network-nan-rev-al-sharpton-announce-the-hiring-of-four-senior-staff-officials-in-the-wake-of-a-successful-national-convention/,2,50,4%,32.36
https://nationalactionnetwork.net/chapter/cleveland-nan-chapter-kicks-off-its-ohio-we-count-2020-census-meeting/,2,47,4.26%,20.74
https://nationalactionnetwork.net/locations/nan-livestream/,2,46,4.35%,16.22
https://nationalactionnetwork.net/rev-al-sharpton-meets-with-presidential-candidate-kamala-harris-at-harlems-historical-sylvias/,2,44,4.55%,48.14
https://nationalactionnetwork.net/triumph/,2,40,5%,17.62
https://nationalactionnetwork.net/sponsors/,2,39,5.13%,10.67
https://nationalactionnetwork.net/newnews/statement-from-northeast-regional-director-of-national-action-network-rev-steffie-bartley-on-police-response-to-bridgewater-mall-fight/,2,34,5.88%,41.09
https://nationalactionnetwork.net/press/rev-al-sharpton-to-join-the-staten-island-national-action-network-nan-chapter-office-ribbon-cutting/,2,29,6.9%,3
https://nationalactionnetwork.net/newnews/join-us-next-week-on-juneteenth-in-nyc-to-stand-for-haiti/,2,29,6.9%,14.79
https://nationalactionnetwork.net/newnews/rev-al-sharpton-demands-prosecution-for-memphis-police-officers-who-brutally-beat-tyre-nichols-to-death-during-traffic-stop/,2,26,7.69%,18.35
https://nationalactionnetwork.net/featured/rev-sharpton-stands-w-president-obama-amelia-boykin-in-selma/,2,25,8%,3.72
https://nationalactionnetwork.net/category/baltimore/,2,25,8%,18.04
https://nationalactionnetwork.net/newnews/nan-continues-to-distribute-meals-in-response-to-coronavirus/,2,23,8.7%,18.87
https://nationalactionnetwork.net/convention-2014/,2,20,10%,35.45
https://nationalactionnetwork.net/featured/reverend-sharpton-statement-on-tamir-rice-case/,2,20,10%,48.85
https://nationalactionnetwork.net/press/rev-sharpton-nan-salute-comcast-corp-for-living-up-to-the-mou-signed-with-civil-rights-groups-by-awarding-networks-to-minority-owners/,2,19,10.53%,15.74
https://nationalactionnetwork.net/news/page/51/,2,19,10.53%,22.68
https://nationalactionnetwork.net/triumph-2/,2,18,11.11%,33.89
https://nationalactionnetwork.net/featured/rev-sharpton-visits-south-africa-photos/,2,14,14.29%,12.29
https://nationalactionnetwork.net/chapter/take-action-philly-nan-members-january-2022-newsletter/,2,14,14.29%,21.07
https://nationalactionnetwork.net/newnews/rev-al-sharpton-interviews-attorney-benjamin-crump-and-girlfriend-of-most-recent-victim-of-vigilante-violence-markeis-mcglockton-whose-death-is-being-compared-to-2012-trayvon-martin-case/,2,13,15.38%,28
https://nationalactionnetwork.net/video/rep-john-lewis-you-cannot-tell-people-they-cant-fall-in-love/,2,11,18.18%,11.82
https://nationalactionnetwork.net/rev/accountability-and-leadership/,2,8,25%,18.75
https://nationalactionnetwork.net/nan-celebrates-living-black-history-honoring-annie-lee-cooper/,1,3410,0.03%,3.64
https://nationalactionnetwork.net/newnews/rb-legend-radio-host-al-b-sure-activist-joe-madison-announced-as-co-mcs-for-march-on-for-washington-and-voting-rights/,1,1510,0.07%,8.84
https://nationalactionnetwork.net/featured/check-out-att-access-a-new-low-cost-internet-service-for-qualifying-households/,1,1488,0.07%,57.69
https://nationalactionnetwork.net/global-citizen-festival/,1,1210,0.08%,38.31
https://nationalactionnetwork.net/newnews/rev-al-sharpton-memorializes-legendary-singer-and-advocate-roberta-flack/,1,956,0.1%,17.78
https://nationalactionnetwork.net/newnews/oprah-winfrey-hosts-own-spotlight-culture-connection-august-28th-with-ava-duvernay-rev-al-sharpton-featuring-discussions-around-this-moment-in-history-the-importance-of-votin/,1,551,0.18%,32.88
https://nationalactionnetwork.net/newnews/rev-al-sharpton-to-deliver-eulogy-for-roberta-flack-at-celebration-of-life-in-harlem/,1,534,0.19%,33.02
https://nationalactionnetwork.net/newnews/join-us-in-the-fight-for-diversity-equity-and-inclusion-meet-us-for-our-47th-dei-thursday-picket-in-nyc/,1,521,0.19%,5.55
https://nationalactionnetwork.net/newnews/national-action-network-to-host-the-william-augustus-jones-jr-colloquium-in-celebration-of-juneteenth/,1,476,0.21%,11.54
https://nationalactionnetwork.net/newnews/rev-al-sharpton-leads-get-out-the-vote-tour-with-rev-jesse-jackson-rep-joyce-beatty-and-members-of-central-park-5-in-central-ohio/,1,473,0.21%,13.55
https://nationalactionnetwork.net/newnews/rev-al-sharpton-to-address-2024-dnc-thursday-night-in-chicago/,1,464,0.22%,16.03
https://nationalactionnetwork.net/newnews/tomorrow-from-the-same-church-pulpit-where-dr-martin-luther-king-jr-led-the-montgomery-bus-boycott-civil-rights-leader-rev-al-sharpton-to-organize-in-the-south-for-nan/,1,428,0.23%,18.63
https://nationalactionnetwork.net/nan-celebrates-living-black-history-rev-horace-l-sheffield-iii/,1,417,0.24%,14.63
https://nationalactionnetwork.net/newnews/2018-year-in-review/,1,371,0.27%,15.16
https://nationalactionnetwork.net/press/august-27th-march-and-rally-on-washington-bus-locations/,1,355,0.28%,54.39
https://nationalactionnetwork.net/newnews/rev-al-sharpton-to-be-celebrated-at-birthday-rally-at-nan-house-of-justice-this-saturday/,1,344,0.29%,12.58
https://nationalactionnetwork.net/press../page/48/,1,341,0.29%,15.45
https://nationalactionnetwork.net/newnews/fri-in-celebration-of-rev-jesse-jacksons-80th-birthday-civil-rights-leader-rev-al-sharpton-national-action-network-nan-to-be-joined-by-nyc-mayor-bill-de-blasio-democratic-mayor/,1,338,0.3%,14.91
https://nationalactionnetwork.net/locations/sharon-baptist-church/,1,329,0.3%,9.98
https://nationalactionnetwork.net/newnews/they-hung-this-oil-painting-of-rev-al-sharpton-in-the-international-hall-of-honor-located-in-the-martin-luther-king-chapel-at-the-prestigious-and-historic-morehouse-college-in-atlanta-dr-king-gradu/,1,325,0.31%,19.05
http://nationalactionnetwork.net/,1,323,0.31%,31.14
https://nationalactionnetwork.net/newnews/stand-with-us-in-the-fight-for-diversity-equity-and-inclusion-join-us-tomorrow-for-our-16th-dei-thursday-picket-in-nyc/,1,303,0.33%,4.69
https://nationalactionnetwork.net/newnews/rev-sharptons-politics-nation-gets-new-times/,1,271,0.37%,28.27
https://nationalactionnetwork.net/newnews/call-to-action-for-prayer-for-the-honorable-mayor-ras-barka-and-immigrants/,1,267,0.37%,46.09
https://nationalactionnetwork.net/newnews/al-sharpton-and-ministers-express-support-for-same-sex-marriage/,1,258,0.39%,56.39
https://nationalactionnetwork.net/locations/robert-ross-johnson-family-life-center/,1,239,0.42%,10.06
https://nationalactionnetwork.net/rev/dr-dorothy-height-the-passing-of-a-legend/,1,234,0.43%,50.38
https://nationalactionnetwork.net/newnews/today-in-jackson-mississippi-we-gathered-not-just-to-mourn-dexter-wade-but-to-ignite-a-call-for-justice-in-a-world-that-too-often-turns-a-blind-eye/,1,222,0.45%,33.11
https://nationalactionnetwork.net/newnews/national-action-networks-2023-convention/,1,212,0.47%,13.14
https://nationalactionnetwork.net/bah/,1,207,0.48%,22.58
https://nationalactionnetwork.net/newnews/join-us-in-the-fight-for-diversity-equity-and-inclusion-meet-us-today-for-our-48th-dei-thursday-picket-in-nyc/,1,195,0.51%,13.35
https://nationalactionnetwork.net/rev/obama-and-the-messiah-complexity/,1,193,0.52%,11.57
https://nationalactionnetwork.net/newnews/first-lady-of-the-united-states-dr-jill-biden-and-dr-anthony-fauci-visit-choose-healthy-life-covid-19-vaccination-event/,1,186,0.54%,9.62
https://nationalactionnetwork.net/newnews/rev-al-sharpton-responds-to-dismissal-of-lawsuit-against-fearless-fund-and-fearless-foundation/,1,181,0.55%,15.23
https://nationalactionnetwork.net/video/rev-al-sharpton-interviewed-by-jamal-watson-at-king-celebration/,1,176,0.57%,32.64
https://nationalactionnetwork.net/mom/,1,174,0.57%,15.63
https://nationalactionnetwork.net/ministers-divison/,1,172,0.58%,10.52
https://nationalactionnetwork.net/text-alerts/,1,172,0.58%,15.08
https://nationalactionnetwork.net/locations/nan-newark-tech/,1,169,0.59%,13.34
https://nationalactionnetwork.net/newnews/lyft-nan-partner-to-make-transportation-available-to-seniors-and-underserved-communities-for-essential-services-during-covid-19/,1,169,0.59%,24.86
https://nationalactionnetwork.net/featured/panasonic-joins-with-newark-mayor-ras-j-baraka-and-national-action-network-to-launchnan-newark-tech-world/,1,169,0.59%,41.36
https://nationalactionnetwork.net/newnews/fireside-chat-with-leader-of-planned-parenthood-action-fund-nations-largest-advocacy-group-for-reproductive-care-on-new-challenges-to-womens-health-access/,1,168,0.6%,28.91
http://nationalactionnetwork.net/wp-content/uploads/2015/11/NANConventionSchedule3.23.16.pdf,1,167,0.6%,26.51
https://nationalactionnetwork.net/newnews/nan-calls-for-policy-progress-with-eric-garner-anti-chokehold-bill/,1,165,0.61%,15.28
http://nationalactionnetwork.net/wp-content/uploads/2016/04/NAN-ReportandOutcomes.pdf,1,161,0.62%,57.22
https://nationalactionnetwork.net/press/civil-rights-leader-rev-sharpton-plans-international-protest-against-cosmetic-heir-who-used-the-n-word/,1,160,0.62%,13.51
https://nationalactionnetwork.net/press/rev-al-sharpton-makes-book-deal-and-announces-20-million-dollar-capitol-fund-for-a-national-action-network-headquarters-in-harlem/,1,158,0.63%,60.85
https://nationalactionnetwork.net/newnews/youth-and-college-director-tylik-mcmillan-joined-president-biden-and-vice-president-harris/,1,157,0.64%,4.98
https://nationalactionnetwork.net/newnews/rev-al-sharpton-raises-concerns-over-fairness-of-jury-selection-in-aap-rocky-case/,1,152,0.66%,23.37
https://nationalactionnetwork.net/new/events/legal-night-2-2021-03-25/,1,146,0.68%,55.6
https://nationalactionnetwork.net/newnews/contact/,1,143,0.7%,15.72
https://nationalactionnetwork.net/newnews/mourning-the-loss-of-dr-wyatt-t-walker/,1,143,0.7%,47.62
https://nationalactionnetwork.net/featured/we-shall-not-be-moved-march-on-washington-jan-14-2017/,1,142,0.7%,22.35
https://nationalactionnetwork.net/rev-sharpton-nan-honored-notables-2019-triumph-award/,1,140,0.71%,16.31
https://nationalactionnetwork.net/newnews/national-action-network-conference-of-national-black-churches-announce-joint-get-out-the-vote-campaign-ahead-of-2024-elections/,1,134,0.75%,15.01
https://nationalactionnetwork.net/wireless/,1,128,0.78%,18.27
https://nationalactionnetwork.net/newnews/today-at-400-p-m-rev-sharpton-along-with-mayor-eric-adams-pastor-a-r-bernard-rabbi-joseph-potasnik-nyc-council-minority-leader-joe-borelli-r-imam-ahmed-ali-uzir-will-convene-at-city-ha/,1,127,0.79%,22.06
https://nationalactionnetwork.net/chapter/nan-central-florida-chapter-community-update/,1,127,0.79%,24.72
http://nationalactionnetwork.net/wp-content/uploads/2013/12/NAN-2015-LEGISLATIVE-PRIORITIES.pdf,1,125,0.8%,8.66
https://nationalactionnetwork.net/newnews/rev-al-sharpton-to-address-yale-political-union-on-necessity-of-diversity-equity-and-inclusion/,1,125,0.8%,16.87
https://nationalactionnetwork.net/featured/rev-al-sharpton-to-join-workers-facing-outsourcing-by-bain-for-rally-at-bainport/,1,123,0.81%,4.42
https://nationalactionnetwork.net/mow/partners/,1,123,0.81%,8.65
https://nationalactionnetwork.net/newnews/wed-in-detroit-rev-sharpton-to-sign-copies-of-his-book-rise-up-at-historic-king-solomon-baptist-church-discuss-the-importance-of-this-election-and-getting-out-the-vote/,1,121,0.83%,27.09
http://nationalactionnetwork.net/wp-content/uploads/2016/12/Bus-Departure-Information_12.14.16.pdf,1,119,0.84%,44.92
https://nationalactionnetwork.net/uncategorized/e-reginald-pope-nassau-president-for-national-action-network-dies-at-63/,1,118,0.85%,4.67
https://nationalactionnetwork.net/newnews/friday-nan-to-lead-rally-protest-in-manhattan-following-black-face-and-noose-designs-from-major-fashion-brands-burberry-gucci-moncler-prada-and-katy-perry-collections/,1,112,0.89%,28.16
https://nationalactionnetwork.net/newnews/in-final-push-on-eve-of-decisive-2024-election-rev-al-sharpton-and-nan-to-mobilize-voters-in-north-carolina/,1,110,0.91%,9.06
https://nationalactionnetwork.net/videos/page/3/,1,108,0.93%,17.57
https://nationalactionnetwork.net/newnews/2020-census-the-political-importance-of-being-counted/,1,108,0.93%,18.24
https://nationalactionnetwork.net/register-for-the-legislative-policy-conference/,1,106,0.94%,17.77
https://nationalactionnetwork.net/chapter/nans-women-of-the-movement-mother-sarah-mincey-hunt/,1,104,0.96%,22
https://nationalactionnetwork.net/newnews/at-annual-triumph-awards-on-october-9th-rev-al-sharpton-and-national-action-network-nan-to-honor-leading-social-justice-and-civil-rights-advocates-from-entertainment-corporate-sectors/,1,97,1.03%,23.74
https://nationalactionnetwork.net/press../page/36/,1,96,1.04%,28.01
http://nationalactionnetwork.net/wp-content/uploads/2014/11/HANDS-UP-JUSTICE-RALLY-FLIER-11-21.pdf,1,91,1.1%,29.96
https://nationalactionnetwork.net/featured/the-national-action-network-nan-board-of-directors-dedicates-2017-to-challenging-president-elect-trump-and-his-attorney-general-pick-jeff-sessions-on-civil-rights-voting-rights-and-criminal-justice/,1,86,1.16%,7.83
https://nationalactionnetwork.net/newnews/rev-al-sharpton-sends-support-and-prayers-to-new-orleans-victims-after-driver-intentionally-rams-crowd-killing-10/,1,83,1.2%,67.53
https://nationalactionnetwork.net/newnews/tomorrow-rev-sharpton-to-lead-nans-18th-picket-outside-bill-ackmans-office/,1,82,1.22%,23
https://nationalactionnetwork.net/newnews/rev-al-sharpton-in-conversation-with-alicia-garza-co-founder-of-the-black-lives-matter-movement/,1,80,1.25%,12.57
https://nationalactionnetwork.net/nan-celebrates-living-black-history-michael-a-hardy-esq/,1,76,1.32%,9.95
https://nationalactionnetwork.net/newnews/join-nan-general-counsel-evp-attorney-michael-hardy-along-with-top-lawyers-on-4-25-for-nans-monthly-legal-night-in-nyc/,1,75,1.33%,21.01
https://nationalactionnetwork.net/newnews/rev-al-sharpton-to-deliver-call-to-action-to-protect-dei-at-mlk-day-birthday-breakfast-in-washington-next-week/,1,73,1.37%,19.63
https://nationalactionnetwork.net/locations/nan-zoom-portal/,1,71,1.41%,11.83
https://nationalactionnetwork.net/media/photos/nggallery/keepers-of-the-dream,1,71,1.41%,23.89
https://nationalactionnetwork.net/newnews/rev-al-sharpton-and-marc-morial-demand-explanation-on-cnn-decision-to-fire-don-lemon/,1,71,1.41%,24.97
https://nationalactionnetwork.net/newnews/our-journey-continues-a-message-of-hope-and-unity/,1,68,1.47%,16.59
https://nationalactionnetwork.net/newnews/tomorrow-rev-sharpton-to-host-thanksgiving-community-meal-at-nan-house-of-justice-with-mayor-eric-adams/,1,67,1.49%,18.82
https://nationalactionnetwork.net/press/page/7/,1,66,1.52%,13.79
https://nationalactionnetwork.net/womens-summit/,1,64,1.56%,13.38
https://nationalactionnetwork.net/chapter/nan-across-america-end-of-the-year-report/,1,62,1.61%,23.44
https://nationalactionnetwork.net/newnews/remembering-trayvon-and-amadou/,1,61,1.64%,18.11
https://nationalactionnetwork.net/featured/valerie-bell-the-mother-of-sean-bell-signs-copies-of-her-new-book-about-her-son-sean-just-23-at-the-saturday-action-rally/,1,60,1.67%,22.67
https://nationalactionnetwork.net/video/nan-hoj-rally/,1,60,1.67%,55.87
https://nationalactionnetwork.net/newnews/rev-al-sharpton-vows-to-fight-for-michael-jackson-and-his-family/,1,57,1.75%,20.77
https://nationalactionnetwork.net/newnews/rev-al-sharpton-nan-to-host-the-2019-triumph-awards-at-the-world-renowned-apollo-theater/,1,57,1.75%,37.68
https://nationalactionnetwork.net/newnews/march-on-for-voting-rights-2/,1,57,1.75%,42.42
https://nationalactionnetwork.net/featured/statement-from-rev-al-sharpton-after-meeting-with-president-barack-obama-vice-president-joe-biden-and-eleven-other-heads-of-organizations-about-the-fiscal-cliff/,1,56,1.79%,16.59
https://nationalactionnetwork.net/chapter/da-jackie-lacey-refuses-to-prosecute-chp-why/,1,56,1.79%,49.86
https://nationalactionnetwork.net/chapternews/page/15/,1,55,1.82%,19.58
https://nationalactionnetwork.net/youth-huddle/page/3/,1,54,1.85%,14.2
https://nationalactionnetwork.net/newnews/rev-al-sharpton-nan-along-with-the-family-of-tamon-robinson-to-hold-a-prayer-vigil-for-justice-this-saturday-at-the-location-where-tamon-was-killed-by-a-nypd-cruiser/,1,54,1.85%,18.83
https://nationalactionnetwork.net/newnews/rev-al-sharpton-nan-announce-martin-luther-king-day-events-in-washington-new-york-new-jersey-and-across-the-country/,1,54,1.85%,52.94
https://nationalactionnetwork.net/newnews/rev-al-sharpton-blasts-appellate-court-decision-to-uphold-injunction-against-fearless-fund-and-fearless-foundation/,1,52,1.92%,12.9
https://nationalactionnetwork.net/video/rev-al-sharpton-a-bill-oreilly-debate-dr-kings-message-oreilly-qdr-king-was-a-socialist-jan-27-2011/,1,52,1.92%,17.17
https://nationalactionnetwork.net/newnews/thursday-rev-sharpton-nan-to-rally-with-marc-morial-and-national-urban-league-elected-officials-for-largest-protest-yet-outside-of-bill-ackmans-office/,1,52,1.92%,18.87
https://nationalactionnetwork.net/locations/alabama-state-capitol/,1,52,1.92%,32.67
https://nationalactionnetwork.net/newnews/rev-sharpton-to-be-a-special-guest-at-the-mass-memorial-service-for-pope-francis-at-st-patricks-cathedral/,1,51,1.96%,11.02
https://nationalactionnetwork.net/featured/rev-sharpton-to-receive-prestigious-award-from-family-of-nelson-mandela/,1,47,2.13%,34
http://nationalactionnetwork.net/wp-content/uploads/2017/02/NAN-2017-Convention-Schedule.pdf,1,46,2.17%,20.8
https://nationalactionnetwork.net/newnews/rev-sharpton-blasts-trump-for-pardon-of-muhammad-ali/,1,44,2.27%,8.52
https://nationalactionnetwork.net/newnews/upcoming-nan-louisville-kentucky-event/,1,43,2.33%,8.84
https://nationalactionnetwork.net/newnews/rev-al-sharpton-respond-to-minn-gov-tim-walzs-selection-as-vice-president-harris-running-mate/,1,42,2.38%,20.98
https://nationalactionnetwork.net/newnews/rachel-noerdlinger-the-sky-is-most-definitely-the-limit/,1,42,2.38%,42.24
https://nationalactionnetwork.net/newnews/nan-western-regional-conference/,1,41,2.44%,11.73
https://nationalactionnetwork.net/newnews/national-action-network-responds-to-biden-student-debt-cancellation/,1,41,2.44%,44.44
https://nationalactionnetwork.net/newnews/last-goodbye-for-butch-lewis/,1,40,2.5%,30.1
https://nationalactionnetwork.net/press/page/2/,1,37,2.7%,20.65
https://nationalactionnetwork.net/chapter/tallahassee-national-action-in-action-radio-show-wtal-1450-am-every-tuesday-400-430p-m/,1,37,2.7%,21.62
https://nationalactionnetwork.net/newnews/rev-al-sharpton-national-action-network-nan-to-host-annual-national-convention-april-6th-9th-featured-participants-include-former-secretary-of-state-hillary-rodham-clinton-ambassador-lin/,1,36,2.78%,16.03
https://nationalactionnetwork.net/featured/national-action-network-applauds-the-us-environmental-protection-agency/,1,35,2.86%,10.51
https://nationalactionnetwork.net/newnews/rev-al-sharpton-responds-to-indictment-against-jordan-neely-killer-daniel-penny/,1,35,2.86%,40.71
https://nationalactionnetwork.net/newnews/wed-nan-to-join-renowned-civil-rights-attorney-ben-crump-for-a-rally-press-conference-calling-for-justice-for-teenager-zkye-husain-who-was-a-victim-of-racial-bias-excessive-force-at-the/,1,35,2.86%,69.34
https://nationalactionnetwork.net/newnews/thursday-rev-sharpton-will-be-joined-by-fearless-fund-ceo-arian-simone-for-weekly-picket-outside-bill-ackmans-office/,1,34,2.94%,45.71
https://nationalactionnetwork.net/nan-convention-2019/,1,33,3.03%,7.39
https://nationalactionnetwork.net/press/open-letter-embracing-president-obamas-position-on-equality-for-gay-lesbian-individuals/,1,33,3.03%,43.03
https://nationalactionnetwork.net/newnews/62198/,1,32,3.12%,25.19
https://nationalactionnetwork.net/newnews/chairman-of-national-action-network-dr-w-franklyn-richardson-sworn-in-as-chairman-of-virginia-union-board-of-trustees/,1,31,3.23%,14.26
https://nationalactionnetwork.net/newnews/baltimore-chapter-come-ride-with-us/,1,30,3.33%,8.6
https://nationalactionnetwork.net/newnews/baptist-minister-civil-rights-activist-and-radio-show-host-the-rev-al-sharpton-will-be-the-guest-speaker-at-a-historic-montgomery-churchs-anniversary-celebration/,1,30,3.33%,22.6
https://nationalactionnetwork.net/chapter/nan-sacramento-crisis-hotline/,1,30,3.33%,27.67
https://nationalactionnetwork.net/chapter/media-advisory-a-call-to-conscience-press-conference-2pm-today/,1,30,3.33%,29.57
https://nationalactionnetwork.net/press/the-family-of-corey-jones-announces-funeral-arrangements/,1,30,3.33%,40.33
https://nationalactionnetwork.net/rev/the-trayvon-martin-and-tulsa-shootings-the-time-for-inaction-is-over/,1,30,3.33%,45.37
https://nationalactionnetwork.net/chapter/let-us-march-on-join-us-to-march/,1,29,3.45%,15.69
https://nationalactionnetwork.net/press../page/11/,1,29,3.45%,27.45
https://nationalactionnetwork.net/newnews/street-sweepers-church-tour-launches-to-raise-awareness-about-pedestrian-fatalities-and-injuries-in-sc/,1,29,3.45%,57.21
https://nationalactionnetwork.net/baltimore/what-when-and-where-is-the-national-action-network-annual-convention-and-25th-anniversary-celebration-2/,1,28,3.57%,16.32
https://nationalactionnetwork.net/newnews/65887/,1,27,3.7%,22.44
https://nationalactionnetwork.net/press/nans-triumph-awards-honor-tyler-perry-others-raising-over-1-million-dollars-for-the-activist-group-beginning-with-200k-from-tyler-perry/,1,27,3.7%,28.11
https://nationalactionnetwork.net/newnews/occupy-the-corners-nyc-locations/,1,26,3.85%,14.46
https://nationalactionnetwork.net/podcast/,1,26,3.85%,19.42
https://nationalactionnetwork.net/featured/statement-from-national-action-network-president-founder-rev-al-sharpton-marking-10-years-since-hurricane-katrina/,1,25,4%,13.8
https://nationalactionnetwork.net/press../page/66/,1,25,4%,20.36
https://nationalactionnetwork.net/press/national-action-network-makes-new-appointments/,1,25,4%,23.6
https://nationalactionnetwork.net/newnews/tjmsnewsone-now-exclusive-hillary-clinton-talks-black-women-entrepreneurs-voting-rights-scotus-more/,1,25,4%,41.76
https://nationalactionnetwork.net/newnews/rev-al-sharpton-statement-on-passing-of-rev-dr-james-lawson/,1,24,4.17%,21.29
https://nationalactionnetwork.net/newnews/statement-from-rev-sharpton-nan-on-the-shootings-in-atlanta-targeting-asian-americans/,1,23,4.35%,5.83
https://nationalactionnetwork.net/newnews/louisville-nan-chapter-to-host-press-conference-at-courthouse-to-demand-justice-for-breonna-taylor/,1,23,4.35%,17.83
http://nationalactionnetwork.net/wp-content/uploads/2014/06/Hill-Day-Public-Program.pdf,1,22,4.55%,21.73
https://nationalactionnetwork.net/rev/in-the-case-of-rush-limbaugh-activism-once-again-prevails/,1,22,4.55%,25.95
https://nationalactionnetwork.net/featured/letter-to-rev-al-sharpton-from-baton-rouge-religious-leader-rev-shelton-charles-dixon-senior-pastor-of-greater-mount-olive-missionary-baptist-church-regarding-the-police-shooting-of-alton-sterling/,1,22,4.55%,31.5
https://nationalactionnetwork.net/rev/our-triumph/,1,22,4.55%,50.32
https://nationalactionnetwork.net/chapter/tallahassee-national-action-in-action/,1,21,4.76%,8.9
https://nationalactionnetwork.net/featured/statement-by-nan-charlotte-chapter-on-mistrial-of-officer-randall-kerrick/,1,21,4.76%,43.33
https://nationalactionnetwork.net/hardy-test/,1,20,5%,28
https://nationalactionnetwork.net/press/statement-from-reverend-al-sharpton-regarding-the-stop-frisk-proposal-presented-by-new-york-governor-andrew-cuomo/,1,19,5.26%,11.42
https://nationalactionnetwork.net/video/behind-isis-murder-of-coptic-christians/,1,19,5.26%,29.05
https://nationalactionnetwork.net/featured/united-states-first-lady-michelle-obama-recognizes-national-action-network-nan-executive-director-janaye-ingram-other-women-in-civil-rights-at-the-white-house-for-black-history-month/,1,18,5.56%,16.17
https://nationalactionnetwork.net/dc/tools-resources/advocacy-letters/,1,18,5.56%,22.5
https://nationalactionnetwork.net/press.../page/48/,1,18,5.56%,22.72
https://nationalactionnetwork.net/newnews/al-sharpton-tears-into-rick-perry-over-n-word-controversy/,1,18,5.56%,27.06
https://nationalactionnetwork.net/featured/congratulations-rev-kw-tulloss-2/,1,17,5.88%,22.71
https://nationalactionnetwork.net/newnews/rev-sharpton-applauds-the-white-houses-united-we-stand-summit-to-combat-violent-extremism/,1,17,5.88%,22.76
https://nationalactionnetwork.net/chapter/nan-across-america-111611/,1,17,5.88%,25.82
https://nationalactionnetwork.net/featured/statement-from-rev-al-sharpton-on-the-decline-in-oscar-ratings/,1,17,5.88%,45.53
